sample interval	     V5	     V2
          11850	 -0.245	  0.225
          11851	 -0.260	  0.185
          11852	 -0.260	  0.165
          11853	 -0.265	  0.160
          11854	 -0.250	  0.145
          11855	 -0.250	  0.125
          11856	 -0.255	  0.085
          11857	 -0.260	  0.060
          11858	 -0.270	  0.040
          11859	 -0.270	  0.040
          11860	 -0.260	  0.045
          11861	 -0.265	  0.030
          11862	 -0.280	  0.010
          11863	 -0.305	 -0.005
          11864	 -0.310	 -0.005
          11865	 -0.310	 -0.010
          11866	 -0.310	  0.005
          11867	 -0.295	 -0.010
          11868	 -0.315	 -0.025
          11869	 -0.315	 -0.030
          11870	 -0.325	 -0.030
          11871	 -0.305	 -0.030
          11872	 -0.300	 -0.020
          11873	 -0.285	 -0.035
          11874	 -0.305	 -0.035
          11875	 -0.305	 -0.040
          11876	 -0.310	 -0.040
          11877	 -0.305	 -0.035
          11878	 -0.295	 -0.020
          11879	 -0.285	 -0.030
          11880	 -0.300	 -0.030
          11881	 -0.310	 -0.050
          11882	 -0.315	 -0.040
          11883	 -0.310	 -0.030
          11884	 -0.305	 -0.020
          11885	 -0.310	 -0.020
          11886	 -0.310	 -0.030
          11887	 -0.335	 -0.040
          11888	 -0.345	 -0.045
          11889	 -0.335	 -0.020
          11890	 -0.320	 -0.025
          11891	 -0.315	 -0.020
          11892	 -0.310	 -0.035
          11893	 -0.310	 -0.045
          11894	 -0.330	 -0.050
          11895	 -0.325	 -0.030
          11896	 -0.320	 -0.025
          11897	 -0.325	 -0.035
          11898	 -0.320	 -0.040
          11899	 -0.345	 -0.050
          11900	 -0.345	 -0.055
          11901	 -0.335	 -0.050
          11902	 -0.315	 -0.045
          11903	 -0.305	 -0.045
          11904	 -0.310	 -0.070
          11905	 -0.305	 -0.065
          11906	 -0.310	 -0.060
          11907	 -0.315	 -0.065
          11908	 -0.310	 -0.055
          11909	 -0.320	 -0.070
          11910	 -0.330	 -0.080
          11911	 -0.340	 -0.090
          11912	 -0.350	 -0.090
          11913	 -0.355	 -0.095
          11914	 -0.330	 -0.085
          11915	 -0.330	 -0.095
          11916	 -0.335	 -0.110
          11917	 -0.340	 -0.125
          11918	 -0.350	 -0.115
          11919	 -0.345	 -0.120
          11920	 -0.345	 -0.110
          11921	 -0.340	 -0.115
          11922	 -0.345	 -0.140
          11923	 -0.360	 -0.150
          11924	 -0.360	 -0.150
          11925	 -0.355	 -0.130
          11926	 -0.350	 -0.135
          11927	 -0.345	 -0.145
          11928	 -0.345	 -0.140
          11929	 -0.340	 -0.160
          11930	 -0.355	 -0.170
          11931	 -0.350	 -0.150
          11932	 -0.345	 -0.160
          11933	 -0.350	 -0.170
          11934	 -0.350	 -0.190
          11935	 -0.365	 -0.185
          11936	 -0.380	 -0.195
          11937	 -0.375	 -0.185
          11938	 -0.360	 -0.185
          11939	 -0.370	 -0.185
          11940	 -0.370	 -0.190
          11941	 -0.375	 -0.205
          11942	 -0.370	 -0.210
          11943	 -0.380	 -0.205
          11944	 -0.365	 -0.190
          11945	 -0.360	 -0.195
          11946	 -0.365	 -0.200
          11947	 -0.380	 -0.230
          11948	 -0.390	 -0.230
          11949	 -0.370	 -0.215
          11950	 -0.350	 -0.210
          11951	 -0.350	 -0.215
          11952	 -0.350	 -0.230
          11953	 -0.355	 -0.225
          11954	 -0.365	 -0.235
          11955	 -0.365	 -0.225
          11956	 -0.350	 -0.230
          11957	 -0.345	 -0.225
          11958	 -0.360	 -0.230
          11959	 -0.365	 -0.240
          11960	 -0.370	 -0.235
          11961	 -0.365	 -0.235
          11962	 -0.365	 -0.230
          11963	 -0.360	 -0.235
          11964	 -0.360	 -0.235
          11965	 -0.360	 -0.250
          11966	 -0.375	 -0.250
          11967	 -0.355	 -0.235
          11968	 -0.345	 -0.240
          11969	 -0.345	 -0.235
          11970	 -0.350	 -0.245
          11971	 -0.365	 -0.250
          11972	 -0.365	 -0.250
          11973	 -0.350	 -0.250
          11974	 -0.345	 -0.235
          11975	 -0.345	 -0.235
          11976	 -0.340	 -0.250
          11977	 -0.345	 -0.255
          11978	 -0.350	 -0.255
          11979	 -0.360	 -0.240
          11980	 -0.340	 -0.240
          11981	 -0.350	 -0.240
          11982	 -0.350	 -0.255
          11983	 -0.350	 -0.255
          11984	 -0.355	 -0.255
          11985	 -0.335	 -0.245
          11986	 -0.325	 -0.245
          11987	 -0.315	 -0.245
          11988	 -0.320	 -0.260
          11989	 -0.330	 -0.260
          11990	 -0.345	 -0.260
          11991	 -0.330	 -0.250
          11992	 -0.330	 -0.245
          11993	 -0.325	 -0.245
          11994	 -0.345	 -0.250
          11995	 -0.360	 -0.260
          11996	 -0.365	 -0.255
          11997	 -0.350	 -0.245
          11998	 -0.335	 -0.240
          11999	 -0.325	 -0.225
          12000	 -0.310	 -0.245
          12001	 -0.325	 -0.255
          12002	 -0.335	 -0.245
          12003	 -0.320	 -0.230
          12004	 -0.320	 -0.220
          12005	 -0.315	 -0.230
          12006	 -0.305	 -0.240
          12007	 -0.310	 -0.235
          12008	 -0.300	 -0.200
          12009	 -0.300	 -0.125
          12010	 -0.310	  0.075
          12011	 -0.270	  0.440
          12012	 -0.220	  0.745
          12013	 -0.170	  0.715
          12014	 -0.060	  0.475
          12015	  0.165	  0.275
          12016	  0.540	  0.205
          12017	  0.790	  0.155
          12018	  0.700	  0.085
          12019	  0.390	  0.010
          12020	  0.140	 -0.065
          12021	  0.070	 -0.170
          12022	  0.100	 -0.290
          12023	  0.120	 -0.455
          12024	  0.125	 -0.625
          12025	  0.110	 -0.820
          12026	  0.110	 -1.030
          12027	  0.110	 -1.210
          12028	  0.120	 -1.370
          12029	  0.115	 -1.530
          12030	  0.085	 -1.680
          12031	  0.065	 -1.845
          12032	  0.050	 -1.975
          12033	  0.055	 -2.125
          12034	  0.070	 -2.305
          12035	  0.070	 -2.480
          12036	  0.045	 -2.620
          12037	  0.015	 -2.740
          12038	 -0.025	 -2.820
          12039	 -0.045	 -2.895
          12040	 -0.070	 -2.970
          12041	 -0.125	 -3.025
          12042	 -0.200	 -3.080
          12043	 -0.255	 -3.120
          12044	 -0.325	 -3.135
          12045	 -0.365	 -3.145
          12046	 -0.410	 -3.155
          12047	 -0.465	 -3.165
          12048	 -0.550	 -3.180
          12049	 -0.615	 -3.195
          12050	 -0.660	 -3.175
          12051	 -0.660	 -3.165
          12052	 -0.610	 -3.150
          12053	 -0.585	 -3.135
          12054	 -0.570	 -3.115
          12055	 -0.560	 -3.080
          12056	 -0.570	 -3.005
          12057	 -0.575	 -2.900
          12058	 -0.550	 -2.805
          12059	 -0.545	 -2.680
          12060	 -0.540	 -2.550
          12061	 -0.515	 -2.385
          12062	 -0.485	 -2.185
          12063	 -0.425	 -1.985
          12064	 -0.385	 -1.750
          12065	 -0.340	 -1.525
          12066	 -0.305	 -1.290
          12067	 -0.320	 -1.065
          12068	 -0.335	 -0.860
          12069	 -0.330	 -0.670
          12070	 -0.335	 -0.485
          12071	 -0.330	 -0.315
          12072	 -0.345	 -0.180
          12073	 -0.355	 -0.020
          12074	 -0.360	  0.130
          12075	 -0.350	  0.280
          12076	 -0.335	  0.400
          12077	 -0.320	  0.495
          12078	 -0.320	  0.570
          12079	 -0.325	  0.620
          12080	 -0.345	  0.660
          12081	 -0.320	  0.695
          12082	 -0.335	  0.750
          12083	 -0.325	  0.770
          12084	 -0.340	  0.795
          12085	 -0.345	  0.815
          12086	 -0.360	  0.855
          12087	 -0.350	  0.890
          12088	 -0.340	  0.915
          12089	 -0.345	  0.945
          12090	 -0.340	  0.960
          12091	 -0.345	  0.980
          12092	 -0.325	  1.005
          12093	 -0.310	  1.030
          12094	 -0.295	  1.060
          12095	 -0.310	  1.075
          12096	 -0.325	  1.095
          12097	 -0.350	  1.105
          12098	 -0.365	  1.125
          12099	 -0.365	  1.175
          12100	 -0.345	  1.200
          12101	 -0.345	  1.230
          12102	 -0.335	  1.235
          12103	 -0.340	  1.260
          12104	 -0.345	  1.295
          12105	 -0.350	  1.330
          12106	 -0.355	  1.360
          12107	 -0.350	  1.380
          12108	 -0.345	  1.410
          12109	 -0.355	  1.425
          12110	 -0.365	  1.470
          12111	 -0.365	  1.500
          12112	 -0.365	  1.530
          12113	 -0.350	  1.560
          12114	 -0.335	  1.580
          12115	 -0.340	  1.600
          12116	 -0.325	  1.630
          12117	 -0.315	  1.660
          12118	 -0.305	  1.695
          12119	 -0.305	  1.720
          12120	 -0.325	  1.725
          12121	 -0.325	  1.755
          12122	 -0.305	  1.765
          12123	 -0.285	  1.785
          12124	 -0.280	  1.810
          12125	 -0.270	  1.820
          12126	 -0.260	  1.815
          12127	 -0.260	  1.800
          12128	 -0.245	  1.815
          12129	 -0.230	  1.825
          12130	 -0.205	  1.810
          12131	 -0.190	  1.800
          12132	 -0.190	  1.795
          12133	 -0.205	  1.760
          12134	 -0.220	  1.750
          12135	 -0.210	  1.730
          12136	 -0.180	  1.720
          12137	 -0.145	  1.675
          12138	 -0.115	  1.630
          12139	 -0.105	  1.590
          12140	 -0.115	  1.545
          12141	 -0.100	  1.510
          12142	 -0.095	  1.470
          12143	 -0.090	  1.415
          12144	 -0.100	  1.350
          12145	 -0.100	  1.285
          12146	 -0.095	  1.235
          12147	 -0.080	  1.175
          12148	 -0.075	  1.125
          12149	 -0.080	  1.060
          12150	 -0.090	  0.990
          12151	 -0.100	  0.915
          12152	 -0.105	  0.865
          12153	 -0.090	  0.795
          12154	 -0.085	  0.745
          12155	 -0.070	  0.690
          12156	 -0.085	  0.640
          12157	 -0.110	  0.585
          12158	 -0.125	  0.530
          12159	 -0.120	  0.490
          12160	 -0.120	  0.455
          12161	 -0.135	  0.410
          12162	 -0.140	  0.355
          12163	 -0.145	  0.310
          12164	 -0.150	  0.275
          12165	 -0.145	  0.250
          12166	 -0.140	  0.240
          12167	 -0.155	  0.205
          12168	 -0.150	  0.175
          12169	 -0.165	  0.145
          12170	 -0.175	  0.125
          12171	 -0.170	  0.115
          12172	 -0.175	  0.105
          12173	 -0.175	  0.070
          12174	 -0.190	  0.060
          12175	 -0.205	  0.040
          12176	 -0.205	  0.030
          12177	 -0.210	  0.025
          12178	 -0.205	  0.025
          12179	 -0.205	  0.015
          12180	 -0.215	  0.005
          12181	 -0.225	 -0.005
          12182	 -0.230	 -0.005
          12183	 -0.215	  0.015
          12184	 -0.215	  0.000
          12185	 -0.220	  0.000
          12186	 -0.225	 -0.010
          12187	 -0.230	 -0.020
          12188	 -0.235	 -0.030
          12189	 -0.210	 -0.030
          12190	 -0.215	 -0.020
          12191	 -0.230	 -0.015
          12192	 -0.245	 -0.015
          12193	 -0.255	 -0.030
          12194	 -0.245	 -0.015
          12195	 -0.245	 -0.010
          12196	 -0.240	 -0.010
          12197	 -0.230	 -0.010
          12198	 -0.240	 -0.015
          12199	 -0.240	 -0.025
          12200	 -0.245	 -0.015
          12201	 -0.230	  0.005
          12202	 -0.230	  0.000
          12203	 -0.225	  0.000
          12204	 -0.245	 -0.010
          12205	 -0.255	 -0.020
          12206	 -0.245	 -0.010
          12207	 -0.240	 -0.015
          12208	 -0.230	 -0.010
          12209	 -0.235	 -0.005
          12210	 -0.255	 -0.015
          12211	 -0.260	 -0.025
          12212	 -0.265	 -0.015
          12213	 -0.245	 -0.005
          12214	 -0.235	 -0.010
          12215	 -0.240	 -0.005
          12216	 -0.250	 -0.030
          12217	 -0.255	 -0.030
          12218	 -0.265	 -0.035
          12219	 -0.255	 -0.030
          12220	 -0.250	 -0.015
          12221	 -0.245	 -0.020
          12222	 -0.260	 -0.035
          12223	 -0.265	 -0.045
          12224	 -0.265	 -0.060
          12225	 -0.260	 -0.050
          12226	 -0.255	 -0.050
          12227	 -0.255	 -0.045
          12228	 -0.275	 -0.075
          12229	 -0.275	 -0.075
          12230	 -0.275	 -0.075
          12231	 -0.270	 -0.070
          12232	 -0.255	 -0.075
          12233	 -0.265	 -0.080
          12234	 -0.280	 -0.085
          12235	 -0.285	 -0.105
          12236	 -0.290	 -0.095
          12237	 -0.290	 -0.095
          12238	 -0.280	 -0.100
          12239	 -0.275	 -0.105
          12240	 -0.295	 -0.125
          12241	 -0.295	 -0.130
          12242	 -0.290	 -0.135
          12243	 -0.295	 -0.125
          12244	 -0.280	 -0.125
          12245	 -0.295	 -0.130
          12246	 -0.295	 -0.145
          12247	 -0.310	 -0.155
          12248	 -0.310	 -0.140
          12249	 -0.310	 -0.140
          12250	 -0.295	 -0.135
          12251	 -0.300	 -0.140
          12252	 -0.295	 -0.150
          12253	 -0.320	 -0.170
          12254	 -0.325	 -0.155
          12255	 -0.320	 -0.150
          12256	 -0.310	 -0.155
          12257	 -0.305	 -0.160
          12258	 -0.315	 -0.170
          12259	 -0.320	 -0.180
          12260	 -0.325	 -0.175
          12261	 -0.320	 -0.180
          12262	 -0.310	 -0.175
          12263	 -0.310	 -0.175
          12264	 -0.320	 -0.185
          12265	 -0.335	 -0.195
          12266	 -0.340	 -0.185
          12267	 -0.330	 -0.195
          12268	 -0.320	 -0.180
          12269	 -0.320	 -0.180
          12270	 -0.320	 -0.190
          12271	 -0.340	 -0.195
          12272	 -0.350	 -0.190
          12273	 -0.335	 -0.190
          12274	 -0.335	 -0.195
          12275	 -0.320	 -0.200
          12276	 -0.325	 -0.200
          12277	 -0.345	 -0.210
          12278	 -0.350	 -0.205
          12279	 -0.350	 -0.205
          12280	 -0.340	 -0.195
          12281	 -0.335	 -0.200
          12282	 -0.335	 -0.220
          12283	 -0.345	 -0.220
          12284	 -0.365	 -0.215
          12285	 -0.350	 -0.195
          12286	 -0.340	 -0.210
          12287	 -0.340	 -0.215
          12288	 -0.350	 -0.215
          12289	 -0.345	 -0.235
          12290	 -0.360	 -0.230
          12291	 -0.360	 -0.215
          12292	 -0.340	 -0.205
          12293	 -0.340	 -0.210
          12294	 -0.335	 -0.230
          12295	 -0.355	 -0.235
          12296	 -0.360	 -0.220
          12297	 -0.350	 -0.220
          12298	 -0.360	 -0.215
          12299	 -0.360	 -0.215
          12300	 -0.350	 -0.225
          12301	 -0.365	 -0.240
          12302	 -0.380	 -0.235
          12303	 -0.370	 -0.225
          12304	 -0.355	 -0.220
          12305	 -0.345	 -0.220
          12306	 -0.355	 -0.225
          12307	 -0.365	 -0.240
          12308	 -0.370	 -0.240
          12309	 -0.375	 -0.225
          12310	 -0.355	 -0.215
          12311	 -0.360	 -0.225
          12312	 -0.370	 -0.230
          12313	 -0.375	 -0.245
          12314	 -0.380	 -0.225
          12315	 -0.370	 -0.220
          12316	 -0.355	 -0.215
          12317	 -0.350	 -0.210
          12318	 -0.350	 -0.225
          12319	 -0.355	 -0.220
          12320	 -0.360	 -0.200
          12321	 -0.345	 -0.155
          12322	 -0.330	 -0.055
          12323	 -0.305	  0.185
          12324	 -0.280	  0.525
          12325	 -0.255	  0.735
          12326	 -0.175	  0.605
          12327	 -0.010	  0.360
          12328	  0.330	  0.230
          12329	  0.685	  0.190
          12330	  0.760	  0.155
          12331	  0.505	  0.100
          12332	  0.190	  0.035
          12333	  0.040	 -0.020
          12334	  0.040	 -0.110
          12335	  0.070	 -0.245
          12336	  0.075	 -0.415
          12337	  0.075	 -0.610
          12338	  0.065	 -0.790
          12339	  0.075	 -1.005
          12340	  0.100	 -1.190
          12341	  0.100	 -1.365
          12342	  0.105	 -1.530
          12343	  0.080	 -1.705
          12344	  0.055	 -1.865
          12345	  0.060	 -2.065
          12346	  0.050	 -2.270
          12347	  0.050	 -2.445
          12348	  0.030	 -2.610
          12349	 -0.005	 -2.700
          12350	 -0.050	 -2.805
          12351	 -0.080	 -2.900
          12352	 -0.115	 -2.985
          12353	 -0.185	 -3.045
          12354	 -0.230	 -3.085
          12355	 -0.295	 -3.120
          12356	 -0.350	 -3.140
          12357	 -0.400	 -3.155
          12358	 -0.470	 -3.160
          12359	 -0.565	 -3.160
          12360	 -0.630	 -3.180
          12361	 -0.670	 -3.190
          12362	 -0.665	 -3.170
          12363	 -0.615	 -3.155
          12364	 -0.590	 -3.135
          12365	 -0.565	 -3.120
          12366	 -0.560	 -3.075
          12367	 -0.560	 -3.005
          12368	 -0.560	 -2.895
          12369	 -0.550	 -2.745
          12370	 -0.545	 -2.610
          12371	 -0.525	 -2.440
          12372	 -0.510	 -2.270
          12373	 -0.500	 -2.050
          12374	 -0.485	 -1.795
          12375	 -0.440	 -1.545
          12376	 -0.405	 -1.305
          12377	 -0.390	 -1.070
          12378	 -0.405	 -0.865
          12379	 -0.410	 -0.700
          12380	 -0.415	 -0.495
          12381	 -0.405	 -0.295
          12382	 -0.405	 -0.120
          12383	 -0.410	  0.040
          12384	 -0.420	  0.175
          12385	 -0.425	  0.300
          12386	 -0.415	  0.420
          12387	 -0.405	  0.510
          12388	 -0.375	  0.565
          12389	 -0.380	  0.610
          12390	 -0.390	  0.635
          12391	 -0.400	  0.675
          12392	 -0.405	  0.695
          12393	 -0.390	  0.750
          12394	 -0.370	  0.775
          12395	 -0.360	  0.810
          12396	 -0.380	  0.840
          12397	 -0.390	  0.870
          12398	 -0.395	  0.900
          12399	 -0.390	  0.950
          12400	 -0.390	  0.980
          12401	 -0.395	  1.000
          12402	 -0.405	  1.010
          12403	 -0.430	  1.030
          12404	 -0.435	  1.060
          12405	 -0.425	  1.100
          12406	 -0.410	  1.135
          12407	 -0.415	  1.165
          12408	 -0.430	  1.185
          12409	 -0.445	  1.200
          12410	 -0.450	  1.230
          12411	 -0.440	  1.260
          12412	 -0.425	  1.300
          12413	 -0.440	  1.315
          12414	 -0.450	  1.335
          12415	 -0.455	  1.360
          12416	 -0.455	  1.400
          12417	 -0.460	  1.435
          12418	 -0.455	  1.470
          12419	 -0.450	  1.500
          12420	 -0.455	  1.520
          12421	 -0.465	  1.545
          12422	 -0.470	  1.580
          12423	 -0.455	  1.625
          12424	 -0.450	  1.660
          12425	 -0.450	  1.680
          12426	 -0.455	  1.705
          12427	 -0.460	  1.715
          12428	 -0.470	  1.750
          12429	 -0.450	  1.780
          12430	 -0.425	  1.805
          12431	 -0.425	  1.820
          12432	 -0.425	  1.835
          12433	 -0.430	  1.835
          12434	 -0.430	  1.860
          12435	 -0.410	  1.875
          12436	 -0.400	  1.885
          12437	 -0.375	  1.880
          12438	 -0.380	  1.865
          12439	 -0.390	  1.855
          12440	 -0.380	  1.855
          12441	 -0.360	  1.850
          12442	 -0.340	  1.830
          12443	 -0.325	  1.800
          12444	 -0.330	  1.755
          12445	 -0.330	  1.725
          12446	 -0.325	  1.680
          12447	 -0.310	  1.650
          12448	 -0.295	  1.605
          12449	 -0.290	  1.555
          12450	 -0.275	  1.490
          12451	 -0.275	  1.435
          12452	 -0.285	  1.385
          12453	 -0.255	  1.330
          12454	 -0.245	  1.280
          12455	 -0.240	  1.215
          12456	 -0.260	  1.130
          12457	 -0.250	  1.060
          12458	 -0.250	  1.005
          12459	 -0.240	  0.955
          12460	 -0.235	  0.895
          12461	 -0.230	  0.825
          12462	 -0.245	  0.770
          12463	 -0.245	  0.705
          12464	 -0.250	  0.650
          12465	 -0.240	  0.615
          12466	 -0.240	  0.570
          12467	 -0.245	  0.510
          12468	 -0.245	  0.460
          12469	 -0.255	  0.410
          12470	 -0.255	  0.375
          12471	 -0.255	  0.345
          12472	 -0.235	  0.320
          12473	 -0.260	  0.265
          12474	 -0.260	  0.235
          12475	 -0.270	  0.205
          12476	 -0.290	  0.180
          12477	 -0.285	  0.160
          12478	 -0.290	  0.150
          12479	 -0.300	  0.130
          12480	 -0.295	  0.090
          12481	 -0.310	  0.070
          12482	 -0.315	  0.060
          12483	 -0.300	  0.060
          12484	 -0.310	  0.055
          12485	 -0.310	  0.045
          12486	 -0.310	  0.015
          12487	 -0.325	  0.010
          12488	 -0.345	  0.010
          12489	 -0.325	  0.015
          12490	 -0.315	  0.005
          12491	 -0.320	 -0.005
          12492	 -0.325	 -0.015
          12493	 -0.340	 -0.020
          12494	 -0.350	 -0.015
          12495	 -0.345	 -0.010
          12496	 -0.345	 -0.015
          12497	 -0.340	 -0.015
          12498	 -0.335	 -0.015
          12499	 -0.335	 -0.025
          12500	 -0.330	 -0.020
          12501	 -0.335	 -0.015
          12502	 -0.315	 -0.010
          12503	 -0.320	  0.005
          12504	 -0.335	 -0.015
          12505	 -0.340	 -0.035
          12506	 -0.345	 -0.030
          12507	 -0.340	 -0.015
          12508	 -0.325	 -0.010
          12509	 -0.325	 -0.005
          12510	 -0.335	 -0.015
          12511	 -0.345	 -0.020
          12512	 -0.340	 -0.020
          12513	 -0.355	 -0.010
          12514	 -0.335	  0.000
          12515	 -0.335	 -0.005
          12516	 -0.345	 -0.010
          12517	 -0.355	 -0.020
          12518	 -0.355	 -0.020
          12519	 -0.345	 -0.010
          12520	 -0.335	 -0.005
          12521	 -0.335	 -0.010
          12522	 -0.330	 -0.015
          12523	 -0.350	 -0.025
          12524	 -0.365	 -0.035
          12525	 -0.350	 -0.020
          12526	 -0.345	 -0.015
          12527	 -0.345	 -0.030
          12528	 -0.360	 -0.040
          12529	 -0.360	 -0.055
          12530	 -0.360	 -0.050
          12531	 -0.355	 -0.045
          12532	 -0.345	 -0.040
          12533	 -0.355	 -0.045
          12534	 -0.350	 -0.065
          12535	 -0.370	 -0.080
          12536	 -0.385	 -0.075
          12537	 -0.360	 -0.070
          12538	 -0.355	 -0.070
          12539	 -0.355	 -0.075
          12540	 -0.365	 -0.090
          12541	 -0.370	 -0.105
          12542	 -0.385	 -0.105
          12543	 -0.375	 -0.085
          12544	 -0.365	 -0.095
          12545	 -0.370	 -0.100
          12546	 -0.375	 -0.120
          12547	 -0.385	 -0.135
          12548	 -0.380	 -0.120
          12549	 -0.375	 -0.125
          12550	 -0.365	 -0.120
          12551	 -0.365	 -0.125
          12552	 -0.370	 -0.140
          12553	 -0.385	 -0.160
          12554	 -0.385	 -0.145
          12555	 -0.385	 -0.145
          12556	 -0.380	 -0.140
          12557	 -0.365	 -0.155
          12558	 -0.380	 -0.165
          12559	 -0.385	 -0.170
          12560	 -0.390	 -0.165
          12561	 -0.380	 -0.165
          12562	 -0.375	 -0.165
          12563	 -0.385	 -0.180
          12564	 -0.390	 -0.185
          12565	 -0.390	 -0.195
          12566	 -0.400	 -0.180
          12567	 -0.390	 -0.170
          12568	 -0.385	 -0.180
          12569	 -0.380	 -0.185
          12570	 -0.395	 -0.190
          12571	 -0.400	 -0.195
          12572	 -0.400	 -0.195
          12573	 -0.395	 -0.180
          12574	 -0.380	 -0.190
          12575	 -0.380	 -0.185
          12576	 -0.385	 -0.210
          12577	 -0.395	 -0.215
          12578	 -0.405	 -0.200
          12579	 -0.400	 -0.195
          12580	 -0.385	 -0.205
          12581	 -0.390	 -0.200
          12582	 -0.395	 -0.210
          12583	 -0.395	 -0.225
          12584	 -0.405	 -0.210
          12585	 -0.395	 -0.205
          12586	 -0.400	 -0.205
          12587	 -0.400	 -0.200
          12588	 -0.390	 -0.215
          12589	 -0.410	 -0.215
          12590	 -0.405	 -0.220
          12591	 -0.395	 -0.210
          12592	 -0.395	 -0.195
          12593	 -0.390	 -0.215
          12594	 -0.395	 -0.220
          12595	 -0.400	 -0.235
          12596	 -0.400	 -0.220
          12597	 -0.390	 -0.210
          12598	 -0.380	 -0.210
          12599	 -0.395	 -0.205
          12600	 -0.400	 -0.225
          12601	 -0.405	 -0.220
          12602	 -0.400	 -0.230
          12603	 -0.390	 -0.215
          12604	 -0.380	 -0.220
          12605	 -0.385	 -0.215
          12606	 -0.390	 -0.220
          12607	 -0.390	 -0.240
          12608	 -0.400	 -0.230
          12609	 -0.385	 -0.220
          12610	 -0.375	 -0.230
          12611	 -0.375	 -0.220
          12612	 -0.380	 -0.235
          12613	 -0.375	 -0.245
          12614	 -0.395	 -0.230
          12615	 -0.375	 -0.215
          12616	 -0.370	 -0.215
          12617	 -0.370	 -0.220
          12618	 -0.370	 -0.210
          12619	 -0.380	 -0.220
          12620	 -0.380	 -0.200
          12621	 -0.370	 -0.190
          12622	 -0.355	 -0.175
          12623	 -0.340	 -0.150
          12624	 -0.335	 -0.085
          12625	 -0.325	  0.170
          12626	 -0.305	  0.580
          12627	 -0.255	  0.835
          12628	 -0.170	  0.685
          12629	  0.000	  0.410
          12630	  0.340	  0.240
          12631	  0.725	  0.180
          12632	  0.805	  0.140
          12633	  0.540	  0.085
          12634	  0.210	  0.025
          12635	  0.050	 -0.070
          12636	  0.025	 -0.200
          12637	  0.055	 -0.365
          12638	  0.070	 -0.525
          12639	  0.080	 -0.705
          12640	  0.090	 -0.925
          12641	  0.085	 -1.150
          12642	  0.075	 -1.330
          12643	  0.075	 -1.490
          12644	  0.070	 -1.625
          12645	  0.080	 -1.755
          12646	  0.065	 -1.890
          12647	  0.060	 -2.065
          12648	  0.065	 -2.285
          12649	  0.065	 -2.485
          12650	  0.050	 -2.625
          12651	  0.030	 -2.715
          12652	  0.025	 -2.805
          12653	 -0.015	 -2.895
          12654	 -0.060	 -3.000
          12655	 -0.120	 -3.060
          12656	 -0.195	 -3.095
          12657	 -0.250	 -3.110
          12658	 -0.280	 -3.140
          12659	 -0.330	 -3.155
          12660	 -0.410	 -3.170
          12661	 -0.500	 -3.185
          12662	 -0.585	 -3.175
          12663	 -0.615	 -3.160
          12664	 -0.600	 -3.165
          12665	 -0.560	 -3.155
          12666	 -0.530	 -3.160
          12667	 -0.495	 -3.140
          12668	 -0.490	 -3.090
          12669	 -0.490	 -3.010
          12670	 -0.495	 -2.910
          12671	 -0.495	 -2.780
          12672	 -0.495	 -2.655
          12673	 -0.500	 -2.490
          12674	 -0.495	 -2.270
          12675	 -0.465	 -2.025
          12676	 -0.445	 -1.800
          12677	 -0.390	 -1.515
          12678	 -0.375	 -1.275
          12679	 -0.380	 -1.040
          12680	 -0.405	 -0.815
          12681	 -0.390	 -0.600
          12682	 -0.400	 -0.395
          12683	 -0.405	 -0.195
          12684	 -0.415	 -0.055
          12685	 -0.435	  0.110
          12686	 -0.430	  0.265
          12687	 -0.420	  0.410
          12688	 -0.405	  0.525
          12689	 -0.390	  0.605
          12690	 -0.390	  0.665
          12691	 -0.395	  0.705
          12692	 -0.405	  0.750
          12693	 -0.380	  0.800
          12694	 -0.380	  0.840
          12695	 -0.370	  0.875
          12696	 -0.370	  0.905
          12697	 -0.375	  0.925
          12698	 -0.375	  0.965
          12699	 -0.365	  1.000
          12700	 -0.345	  1.045
          12701	 -0.350	  1.070
          12702	 -0.365	  1.080
          12703	 -0.380	  1.100
          12704	 -0.370	  1.135
          12705	 -0.360	  1.185
          12706	 -0.350	  1.215
          12707	 -0.355	  1.240
          12708	 -0.360	  1.260
          12709	 -0.370	  1.285
          12710	 -0.370	  1.340
          12711	 -0.355	  1.370
          12712	 -0.335	  1.415
          12713	 -0.335	  1.450
          12714	 -0.340	  1.465
          12715	 -0.350	  1.495
          12716	 -0.350	  1.540
          12717	 -0.345	  1.590
          12718	 -0.330	  1.615
          12719	 -0.330	  1.655
          12720	 -0.325	  1.670
          12721	 -0.330	  1.685
          12722	 -0.330	  1.740
          12723	 -0.320	  1.785
          12724	 -0.315	  1.820
          12725	 -0.300	  1.840
          12726	 -0.300	  1.870
          12727	 -0.315	  1.890
          12728	 -0.315	  1.910
          12729	 -0.300	  1.950
          12730	 -0.275	  1.965
          12731	 -0.275	  1.980
          12732	 -0.265	  1.970
          12733	 -0.270	  1.975
          12734	 -0.270	  1.990
          12735	 -0.250	  2.005
          12736	 -0.235	  2.000
          12737	 -0.240	  1.995
          12738	 -0.235	  1.985
          12739	 -0.235	  1.955
          12740	 -0.230	  1.940
          12741	 -0.220	  1.935
          12742	 -0.205	  1.900
          12743	 -0.200	  1.865
          12744	 -0.215	  1.810
          12745	 -0.220	  1.770
          12746	 -0.215	  1.710
          12747	 -0.205	  1.670
          12748	 -0.195	  1.625
